time,price,vwap,adx,signal
2026-08-07 15:00,4342.20,4307.28,36.3,NONE
2026-08-09 17:00,4348.57,4348.31,36.8,NONE
2026-08-09 18:00,4349.01,4343.74,37.2,NONE
