ticket,symbol,type,volume,open_time,open_price,sl,tp,close_time,close_price,profit,status
599551730,BTCUSDm,SELL,0.01,2026-08-09 00:40:02,64737.98,64937.98,64437.98,2026-08-09 00:59:23,64751.630000000005,-0.22,CLOSED
