activo,franja,estrat,tp,ttl,P1_n,P1_pnl,P1_win,P1_PF,P1_DD,P2_n,P2_pnl,P2_win,P2_PF,P2_DD,P3_n,P3_pnl,P3_win,P3_PF,P3_DD
BTCUSDm,10-12,MOMEMA,3.0,48,974,-38.0,24.0,0.95,-65.0,595,-59.0,22.5,0.87,-78.0,505,47.0,27.3,1.13,-41.0
BTCUSDm,10-12,EMACROSS,2.0,24,167,-35.0,26.3,0.72,-48.0,92,16.0,39.1,1.29,-10.0,74,10.0,37.8,1.22,-10.0
BTCUSDm,10-12,EMACROSS,2.0,48,167,-35.0,26.3,0.72,-48.0,92,16.0,39.1,1.29,-10.0,74,10.0,37.8,1.22,-10.0
BTCUSDm,10-12,EMACROSS,2.5,24,167,-47.0,20.4,0.64,-59.5,92,16.5,33.7,1.27,-11.0,74,4.0,29.7,1.08,-10.5
BTCUSDm,10-12,EMACROSS,2.5,48,167,-44.5,21.0,0.66,-57.0,92,16.5,33.7,1.27,-11.0,74,6.5,31.1,1.13,-10.5
BTCUSDm,10-12,EMACROSS,3.0,24,167,-59.0,15.6,0.57,-62.0,92,13.0,28.3,1.2,-13.0,74,7.0,27.0,1.13,-12.0
BTCUSDm,10-12,EMACROSS,3.0,48,167,-55.0,16.8,0.6,-58.0,92,16.0,29.3,1.25,-13.0,74,10.0,28.4,1.19,-12.0
BTCUSDm,10-12,RETEST24,2.0,24,584,-58.0,30.0,0.86,-76.0,324,-24.0,30.9,0.89,-40.0,275,-47.0,27.6,0.76,-55.0
BTCUSDm,10-12,RETEST24,2.0,48,584,-56.0,30.1,0.86,-76.0,324,-24.0,30.9,0.89,-40.0,275,-47.0,27.6,0.76,-55.0
BTCUSDm,10-12,RETEST24,2.5,24,578,-38.0,26.6,0.91,-60.5,317,-46.5,24.3,0.81,-56.0,270,-54.5,22.6,0.74,-64.0
BTCUSDm,10-12,RETEST24,2.5,48,578,-39.0,26.6,0.91,-60.5,317,-47.5,24.3,0.8,-57.0,270,-56.5,22.6,0.73,-66.0
BTCUSDm,10-12,RETEST24,3.0,24,573,-58.0,22.3,0.87,-66.0,312,-42.0,21.2,0.82,-44.0,268,-54.0,19.8,0.75,-64.0
BTCUSDm,10-12,RETEST24,3.0,48,573,-57.0,22.5,0.87,-65.0,312,-39.0,21.8,0.84,-44.0,268,-56.0,19.8,0.74,-66.0
BTCUSDm,10-12,RETEST48,2.0,24,386,-22.0,31.3,0.92,-52.0,207,-42.0,26.6,0.72,-48.0,171,-30.0,27.5,0.76,-39.0
BTCUSDm,10-12,RETEST48,2.0,48,386,-20.0,31.6,0.92,-52.0,207,-42.0,26.6,0.72,-48.0,171,-30.0,27.5,0.76,-39.0
BTCUSDm,10-12,RETEST48,2.5,24,385,-13.0,27.5,0.95,-50.0,205,-58.0,20.5,0.64,-61.0,169,-30.5,23.1,0.76,-47.5
BTCUSDm,10-12,RETEST48,2.5,48,385,-14.0,27.5,0.95,-50.0,205,-58.0,20.5,0.64,-61.0,169,-32.5,23.1,0.75,-49.5
BTCUSDm,10-12,RETEST48,3.0,24,384,-10.0,24.2,0.97,-45.0,204,-60.0,17.2,0.64,-60.0,169,-31.0,20.1,0.77,-48.0
BTCUSDm,10-12,RETEST48,3.0,48,384,-12.0,24.2,0.96,-45.0,204,-55.0,18.1,0.67,-56.0,169,-33.0,20.1,0.76,-50.0
BTCUSDm,10-12,VWAP,2.0,24,209,-37.0,27.3,0.75,-46.0,115,-7.0,31.3,0.91,-18.0,109,9.0,35.8,1.13,-14.0
BTCUSDm,10-12,VWAP,2.0,48,209,-35.0,27.8,0.77,-46.0,115,-7.0,31.3,0.91,-18.0,109,8.0,35.8,1.11,-15.0
BTCUSDm,10-12,VWAP,2.5,24,204,-38.5,23.0,0.75,-49.0,115,-19.5,23.5,0.78,-27.5,107,11.5,30.8,1.16,-17.0
BTCUSDm,10-12,VWAP,2.5,48,204,-36.0,23.5,0.77,-49.0,115,-17.0,24.3,0.8,-25.0,107,15.5,32.7,1.22,-15.5
BTCUSDm,10-12,VWAP,3.0,24,203,-42.0,19.2,0.74,-53.0,114,-26.0,18.4,0.71,-27.0,107,25.0,29.9,1.35,-15.0
BTCUSDm,10-12,VWAP,3.0,48,203,-35.0,20.7,0.78,-51.0,114,-22.0,20.2,0.76,-25.0,107,29.0,31.8,1.4,-12.0
BTCUSDm,10-12,RSI2,2.0,24,498,6.0,33.7,1.02,-33.0,276,-2.0,33.0,0.99,-20.0,238,-4.0,32.8,0.98,-20.0
BTCUSDm,10-12,RSI2,2.0,48,498,6.0,33.7,1.02,-33.0,276,0.0,33.3,1.0,-20.0,238,-4.0,32.8,0.98,-20.0
BTCUSDm,10-12,RSI2,2.5,24,491,14.0,29.3,1.04,-35.0,273,18.5,30.4,1.1,-15.0,235,-10.0,27.2,0.94,-30.5
BTCUSDm,10-12,RSI2,2.5,48,491,13.0,29.3,1.04,-35.0,273,17.5,30.4,1.09,-15.0,235,-11.0,27.2,0.94,-31.5
BTCUSDm,10-12,RSI2,3.0,24,482,-5.0,24.5,0.99,-43.0,270,10.0,25.6,1.05,-17.0,233,1.0,24.9,1.01,-25.0
BTCUSDm,10-12,RSI2,3.0,48,482,-2.0,24.9,0.99,-43.0,270,10.0,25.9,1.05,-17.0,233,3.0,25.3,1.02,-25.0
BTCUSDm,12-14,BREAK24,2.0,24,674,-44.0,31.2,0.91,-50.0,369,-66.0,27.4,0.75,-70.0,379,14.0,34.6,1.06,-19.0
BTCUSDm,12-14,BREAK24,2.0,48,674,-44.0,31.2,0.91,-50.0,369,-66.0,27.4,0.75,-70.0,379,14.0,34.6,1.06,-19.0
BTCUSDm,12-14,BREAK24,2.5,24,659,-50.0,26.4,0.9,-61.5,362,-85.5,21.8,0.7,-91.5,363,4.5,28.9,1.02,-21.0
BTCUSDm,12-14,BREAK24,2.5,48,659,-50.0,26.4,0.9,-61.5,362,-85.5,21.8,0.7,-91.5,363,4.5,28.9,1.02,-21.0
BTCUSDm,12-14,BREAK24,3.0,24,647,-75.0,22.1,0.85,-94.0,356,-68.0,20.2,0.76,-81.0,356,16.0,26.1,1.06,-24.0
BTCUSDm,12-14,BREAK24,3.0,48,647,-75.0,22.1,0.85,-94.0,356,-68.0,20.2,0.76,-81.0,356,16.0,26.1,1.06,-24.0
BTCUSDm,12-14,BREAK48,2.0,24,483,-45.0,30.2,0.87,-60.0,256,-43.0,27.7,0.77,-48.0,268,29.0,36.9,1.17,-21.0
BTCUSDm,12-14,BREAK48,2.0,48,483,-45.0,30.2,0.87,-60.0,256,-43.0,27.7,0.77,-48.0,268,29.0,36.9,1.17,-21.0
BTCUSDm,12-14,BREAK48,2.5,24,475,-55.0,25.3,0.85,-65.5,251,-51.5,22.7,0.73,-58.0,256,6.5,29.3,1.04,-27.0
BTCUSDm,12-14,BREAK48,2.5,48,475,-55.0,25.3,0.85,-65.5,251,-51.5,22.7,0.73,-58.0,256,6.5,29.3,1.04,-27.0
BTCUSDm,12-14,BREAK48,3.0,24,467,-59.0,21.8,0.84,-74.0,249,-52.0,19.7,0.74,-67.0,255,13.0,26.3,1.07,-26.0
BTCUSDm,12-14,BREAK48,3.0,48,467,-59.0,21.8,0.84,-74.0,249,-53.0,19.7,0.74,-68.0,255,13.0,26.3,1.07,-26.0
BTCUSDm,12-14,MOMEMA,2.0,24,1325,-56.0,31.9,0.94,-74.0,779,-137.0,27.5,0.76,-147.0,684,69.0,36.7,1.16,-36.0
BTCUSDm,12-14,MOMEMA,2.0,48,1325,-56.0,31.9,0.94,-74.0,779,-137.0,27.5,0.76,-147.0,684,69.0,36.7,1.16,-36.0
BTCUSDm,12-14,MOMEMA,2.5,24,1261,-74.5,26.9,0.92,-85.0,756,-171.5,22.1,0.71,-181.5,651,112.0,33.5,1.26,-22.5
BTCUSDm,12-14,MOMEMA,2.5,48,1261,-74.5,26.9,0.92,-85.0,756,-171.5,22.1,0.71,-181.5,651,112.0,33.5,1.26,-22.5
BTCUSDm,12-14,MOMEMA,3.0,24,1222,-48.0,24.0,0.95,-84.0,731,-171.0,19.2,0.71,-186.0,621,129.0,30.1,1.3,-19.0
BTCUSDm,12-14,MOMEMA,3.0,48,1222,-46.0,24.1,0.95,-85.0,731,-171.0,19.2,0.71,-186.0,621,131.0,30.3,1.3,-19.0
BTCUSDm,12-14,EMACROSS,2.0,24,157,17.0,36.9,1.17,-20.0,116,-26.0,25.9,0.7,-33.0,102,9.0,36.3,1.14,-7.0
BTCUSDm,12-14,EMACROSS,2.0,48,157,17.0,36.9,1.17,-20.0,116,-26.0,25.9,0.7,-33.0,102,9.0,36.3,1.14,-7.0
BTCUSDm,12-14,EMACROSS,2.5,24,157,14.5,31.2,1.13,-18.5,116,-35.5,19.8,0.62,-41.5,102,13.5,32.4,1.2,-10.0
BTCUSDm,12-14,EMACROSS,2.5,48,157,14.5,31.2,1.13,-18.5,116,-35.5,19.8,0.62,-41.5,102,13.5,32.4,1.2,-10.0
BTCUSDm,12-14,EMACROSS,3.0,24,157,19.0,28.0,1.17,-19.0,116,-28.0,19.0,0.7,-34.0,102,15.0,28.4,1.21,-10.0
BTCUSDm,12-14,EMACROSS,3.0,48,157,19.0,28.0,1.17,-19.0,116,-28.0,19.0,0.7,-34.0,102,18.0,29.4,1.25,-10.0
BTCUSDm,12-14,RETEST24,2.0,24,725,-35.0,31.7,0.93,-60.0,391,41.0,36.8,1.17,-19.0,401,-38.0,30.2,0.86,-51.0
BTCUSDm,12-14,RETEST24,2.0,48,725,-35.0,31.7,0.93,-60.0,391,41.0,36.8,1.17,-19.0,401,-38.0,30.2,0.86,-51.0
BTCUSDm,12-14,RETEST24,2.5,24,715,-15.0,28.0,0.97,-60.0,383,48.5,32.1,1.19,-18.0,396,-52.0,24.7,0.82,-72.5
BTCUSDm,12-14,RETEST24,2.5,48,715,-15.0,28.0,0.97,-60.0,383,47.5,32.1,1.18,-18.0,396,-53.0,24.7,0.82,-73.5
BTCUSDm,12-14,RETEST24,3.0,24,702,-5.0,24.8,0.99,-59.0,377,41.0,27.6,1.15,-20.0,389,-54.0,21.3,0.82,-73.0
BTCUSDm,12-14,RETEST24,3.0,48,702,-6.0,24.8,0.99,-60.0,377,43.0,27.9,1.16,-20.0,389,-49.0,21.9,0.84,-71.0
BTCUSDm,12-14,RETEST48,2.0,24,535,-19.0,32.1,0.95,-46.0,271,26.0,36.5,1.15,-20.0,293,-38.0,29.0,0.82,-47.0
BTCUSDm,12-14,RETEST48,2.0,48,535,-19.0,32.1,0.95,-46.0,271,26.0,36.5,1.15,-20.0,293,-38.0,29.0,0.82,-47.0
BTCUSDm,12-14,RETEST48,2.5,24,528,-3.0,28.4,0.99,-43.5,270,39.0,32.6,1.22,-20.5,291,-55.5,23.0,0.75,-70.0
BTCUSDm,12-14,RETEST48,2.5,48,528,-3.0,28.4,0.99,-43.5,270,38.0,32.6,1.21,-20.5,291,-56.5,23.0,0.75,-71.0
BTCUSDm,12-14,RETEST48,3.0,24,524,17.0,25.8,1.04,-44.0,268,50.0,29.5,1.27,-18.0,291,-53.0,20.3,0.77,-63.0
BTCUSDm,12-14,RETEST48,3.0,48,524,16.0,25.8,1.04,-44.0,268,52.0,29.9,1.28,-18.0,291,-51.0,20.6,0.78,-64.0
BTCUSDm,12-14,VWAP,2.0,24,320,-2.0,33.1,0.99,-20.0,184,-13.0,31.0,0.9,-27.0,142,-13.0,30.3,0.87,-29.0
BTCUSDm,12-14,VWAP,2.0,48,320,-2.0,33.1,0.99,-20.0,184,-13.0,31.0,0.9,-27.0,142,-13.0,30.3,0.87,-29.0
BTCUSDm,12-14,VWAP,2.5,24,313,-4.0,28.1,0.98,-28.0,180,-26.0,24.4,0.81,-42.0,139,-13.0,25.9,0.87,-32.5
BTCUSDm,12-14,VWAP,2.5,48,313,-1.5,28.4,0.99,-28.0,180,-26.0,24.4,0.81,-42.0,139,-13.0,25.9,0.87,-32.5
BTCUSDm,12-14,VWAP,3.0,24,308,10.0,25.6,1.04,-27.0,178,-22.0,21.9,0.84,-41.0,138,-10.0,23.2,0.91,-27.0
BTCUSDm,12-14,VWAP,3.0,48,308,13.0,26.0,1.06,-27.0,178,-22.0,21.9,0.84,-41.0,138,-10.0,23.2,0.91,-27.0
BTCUSDm,12-14,RSI2,2.0,24,683,25.0,34.6,1.06,-39.0,384,69.0,39.3,1.3,-19.0,391,26.0,35.5,1.1,-23.0
BTCUSDm,12-14,RSI2,2.0,48,683,25.0,34.6,1.06,-39.0,384,69.0,39.3,1.3,-19.0,391,26.0,35.5,1.1,-23.0
BTCUSDm,12-14,RSI2,2.5,24,671,22.0,29.5,1.05,-36.0,376,72.0,34.0,1.29,-20.5,385,25.5,30.4,1.1,-23.0
BTCUSDm,12-14,RSI2,2.5,48,671,22.0,29.5,1.05,-36.0,376,72.0,34.0,1.29,-20.5,385,28.0,30.6,1.1,-23.0
BTCUSDm,12-14,RSI2,3.0,24,663,62.0,27.3,1.13,-31.0,368,92.0,31.0,1.37,-20.0,381,29.0,26.8,1.1,-20.0
BTCUSDm,12-14,RSI2,3.0,48,663,61.0,27.3,1.13,-31.0,368,100.0,31.8,1.4,-20.0,381,35.0,27.3,1.13,-20.0
BTCUSDm,14-16,BREAK24,2.0,24,611,-47.0,30.8,0.89,-77.0,350,13.0,34.6,1.06,-20.0,273,-11.0,31.9,0.94,-24.0
BTCUSDm,14-16,BREAK24,2.0,48,611,-47.0,30.8,0.89,-77.0,350,13.0,34.6,1.06,-20.0,273,-9.0,32.2,0.95,-22.0
BTCUSDm,14-16,BREAK24,2.5,24,593,-28.5,27.2,0.93,-60.0,336,44.0,32.1,1.19,-15.0,265,2.0,28.7,1.01,-21.5
BTCUSDm,14-16,BREAK24,2.5,48,593,-26.0,27.3,0.94,-60.0,336,45.5,32.4,1.2,-16.0,265,2.0,28.7,1.01,-21.5
BTCUSDm,14-16,BREAK24,3.0,24,574,-28.0,23.5,0.94,-56.0,324,56.0,29.0,1.25,-15.0,258,-9.0,23.6,0.95,-23.0
BTCUSDm,14-16,BREAK24,3.0,48,574,-21.0,24.0,0.95,-55.0,324,61.0,29.6,1.27,-13.0,258,-8.0,24.0,0.96,-21.0
BTCUSDm,14-16,BREAK48,2.0,24,514,-52.0,30.0,0.86,-65.0,300,0.0,33.3,1.0,-22.0,222,-2.0,32.9,0.99,-26.0
BTCUSDm,14-16,BREAK48,2.0,48,514,-52.0,30.0,0.86,-65.0,300,0.0,33.3,1.0,-22.0,222,0.0,33.3,1.0,-26.0
BTCUSDm,14-16,BREAK48,2.5,24,499,-46.5,25.9,0.87,-53.5,287,23.0,30.7,1.12,-22.5,216,2.0,28.7,1.01,-20.5
BTCUSDm,14-16,BREAK48,2.5,48,499,-44.0,26.1,0.88,-53.5,287,24.5,31.0,1.12,-22.5,216,2.0,28.7,1.01,-20.5
BTCUSDm,14-16,BREAK48,3.0,24,483,-45.0,22.4,0.88,-52.0,277,31.0,27.4,1.16,-18.0,210,-1.0,24.3,0.99,-24.0
BTCUSDm,14-16,BREAK48,3.0,48,483,-41.0,22.8,0.89,-54.0,277,36.0,28.2,1.18,-18.0,210,-3.0,24.3,0.98,-25.0
BTCUSDm,14-16,MOMEMA,2.0,24,1226,59.0,34.8,1.07,-23.0,742,-22.0,32.3,0.96,-40.0,585,8.0,33.5,1.02,-25.0
BTCUSDm,14-16,MOMEMA,2.0,48,1226,61.0,35.0,1.08,-24.0,742,-22.0,32.3,0.96,-40.0,585,18.0,34.4,1.05,-23.0
BTCUSDm,14-16,MOMEMA,2.5,24,1166,82.0,30.4,1.1,-29.5,704,-5.0,28.1,0.99,-31.0,559,39.0,30.1,1.1,-18.0
BTCUSDm,14-16,MOMEMA,2.5,48,1166,83.5,30.6,1.1,-30.5,704,3.0,28.7,1.01,-31.0,559,59.0,31.5,1.15,-17.5
BTCUSDm,14-16,MOMEMA,3.0,24,1106,63.0,25.9,1.08,-37.0,682,9.0,24.9,1.02,-34.0,530,27.0,25.5,1.07,-25.0
BTCUSDm,14-16,MOMEMA,3.0,48,1106,82.0,26.8,1.1,-35.0,682,20.0,25.7,1.04,-28.0,530,49.0,27.2,1.13,-27.0
BTCUSDm,14-16,EMACROSS,2.0,24,204,-29.0,28.4,0.8,-31.0,123,-24.0,26.8,0.73,-30.0,84,33.0,46.4,1.73,-7.0
BTCUSDm,14-16,EMACROSS,2.0,48,204,-30.0,28.4,0.79,-32.0,123,-24.0,26.8,0.73,-30.0,84,33.0,46.4,1.73,-7.0
BTCUSDm,14-16,EMACROSS,2.5,24,204,-29.5,24.0,0.81,-37.0,123,-19.5,23.6,0.79,-28.5,84,28.0,38.1,1.54,-7.0
BTCUSDm,14-16,EMACROSS,2.5,48,204,-32.5,24.0,0.79,-40.0,123,-18.0,24.4,0.81,-26.0,84,28.0,38.1,1.54,-7.0
BTCUSDm,14-16,EMACROSS,3.0,24,204,-24.0,21.6,0.85,-38.0,123,-9.0,22.8,0.9,-23.0,84,29.0,33.3,1.53,-7.0
BTCUSDm,14-16,EMACROSS,3.0,48,204,-27.0,21.6,0.83,-41.0,123,-10.0,22.8,0.89,-23.0,84,28.0,33.3,1.5,-7.0
BTCUSDm,14-16,RETEST24,2.0,24,667,26.0,34.5,1.06,-25.0,403,-6.0,32.8,0.98,-19.0,313,-38.0,29.1,0.83,-56.0
BTCUSDm,14-16,RETEST24,2.0,48,667,26.0,34.6,1.06,-24.0,403,-4.0,33.0,0.99,-17.0,313,-37.0,29.4,0.83,-57.0
BTCUSDm,14-16,RETEST24,2.5,24,658,14.5,28.7,1.03,-37.5,399,-9.0,27.6,0.97,-32.0,312,-30.5,25.3,0.87,-46.5
BTCUSDm,14-16,RETEST24,2.5,48,658,8.0,28.9,1.02,-38.5,399,-2.5,28.3,0.99,-30.5,312,-27.5,26.0,0.88,-43.5
BTCUSDm,14-16,RETEST24,3.0,24,654,-19.0,23.2,0.96,-45.0,394,3.0,24.6,1.01,-25.0,307,-39.0,20.5,0.83,-59.0
BTCUSDm,14-16,RETEST24,3.0,48,654,0.0,24.9,1.0,-40.0,394,12.0,25.6,1.04,-21.0,307,-16.0,23.5,0.93,-40.0
BTCUSDm,14-16,RETEST48,2.0,24,577,-4.0,32.9,0.99,-29.0,349,6.0,33.8,1.03,-21.0,265,-20.0,30.6,0.89,-49.0
BTCUSDm,14-16,RETEST48,2.0,48,577,-4.0,33.1,0.99,-28.0,349,8.0,34.1,1.03,-19.0,265,-19.0,30.9,0.9,-49.0
BTCUSDm,14-16,RETEST48,2.5,24,573,-4.5,27.7,0.99,-30.0,347,4.5,28.5,1.02,-21.0,264,-20.0,25.8,0.89,-49.0
BTCUSDm,14-16,RETEST48,2.5,48,573,-12.0,27.9,0.97,-33.0,347,11.0,29.4,1.05,-19.5,264,-14.5,26.9,0.92,-44.0
BTCUSDm,14-16,RETEST48,3.0,24,570,-44.0,21.9,0.89,-63.0,342,11.0,25.1,1.04,-26.0,261,-33.0,20.3,0.83,-56.0
BTCUSDm,14-16,RETEST48,3.0,48,570,-32.0,23.5,0.93,-53.0,342,20.0,26.3,1.08,-21.0,261,-6.0,24.1,0.97,-42.0
BTCUSDm,14-16,VWAP,2.0,24,292,29.0,36.3,1.16,-18.0,163,-1.0,33.1,0.99,-28.0,127,11.0,36.2,1.14,-9.0
BTCUSDm,14-16,VWAP,2.0,48,292,32.0,37.0,1.17,-17.0,163,-1.0,33.1,0.99,-28.0,127,11.0,36.2,1.14,-9.0
BTCUSDm,14-16,VWAP,2.5,24,288,31.0,31.2,1.16,-18.0,161,11.5,30.4,1.1,-16.5,125,11.5,31.2,1.13,-9.5
BTCUSDm,14-16,VWAP,2.5,48,288,37.5,32.3,1.19,-18.0,161,14.0,31.1,1.13,-16.5,125,11.5,31.2,1.13,-9.5
BTCUSDm,14-16,VWAP,3.0,24,285,23.0,26.3,1.11,-26.0,160,15.0,26.9,1.13,-14.0,120,6.0,25.8,1.07,-13.0
BTCUSDm,14-16,VWAP,3.0,48,285,39.0,28.4,1.19,-24.0,160,16.0,27.5,1.14,-16.0,120,12.0,27.5,1.14,-12.0
BTCUSDm,14-16,RSI2,2.0,24,617,-42.0,31.0,0.9,-54.0,363,-29.0,30.3,0.88,-38.0,281,-1.0,33.1,0.99,-21.0
BTCUSDm,14-16,RSI2,2.0,48,617,-41.0,31.1,0.9,-52.0,363,-24.0,31.1,0.9,-33.0,281,-2.0,33.1,0.99,-21.0
BTCUSDm,14-16,RSI2,2.5,24,611,-21.0,27.2,0.95,-43.0,358,-29.0,25.7,0.89,-40.5,277,-2.5,27.8,0.99,-28.0
BTCUSDm,14-16,RSI2,2.5,48,611,-22.0,27.5,0.95,-45.0,358,-23.5,26.5,0.91,-35.0,277,4.0,28.9,1.02,-24.0
BTCUSDm,14-16,RSI2,3.0,24,600,-35.0,22.8,0.92,-57.0,354,-24.0,22.6,0.91,-42.0,274,0.0,24.1,1.0,-31.0
BTCUSDm,14-16,RSI2,3.0,48,600,-27.0,23.7,0.94,-56.0,354,-11.0,24.0,0.96,-32.0,274,9.0,25.5,1.04,-26.0
BTCUSDm,16-18,BREAK24,2.0,24,440,3.0,33.2,1.01,-25.0,268,8.0,34.0,1.05,-19.0,212,-32.0,28.3,0.79,-41.0
BTCUSDm,16-18,BREAK24,2.0,48,440,10.0,34.1,1.03,-21.0,268,14.0,35.1,1.08,-18.0,212,-32.0,28.3,0.79,-41.0
BTCUSDm,16-18,BREAK24,2.5,24,417,47.0,31.2,1.17,-25.5,261,-10.0,26.8,0.95,-27.0,203,-39.0,22.7,0.75,-57.0
BTCUSDm,16-18,BREAK24,2.5,48,417,62.5,32.9,1.22,-25.5,261,-2.0,28.4,0.99,-24.5,203,-35.0,23.6,0.77,-55.5
BTCUSDm,16-18,BREAK24,3.0,24,406,59.0,28.1,1.21,-29.0,255,-27.0,21.2,0.86,-37.0,197,-35.0,19.8,0.77,-58.0
BTCUSDm,16-18,BREAK24,3.0,48,406,72.0,29.3,1.25,-29.0,255,-10.0,23.9,0.95,-27.0,197,-28.0,21.3,0.82,-57.0
BTCUSDm,16-18,BREAK48,2.0,24,271,-11.0,31.7,0.94,-30.0,181,-6.0,32.0,0.95,-19.0,139,-39.0,23.7,0.63,-48.0
BTCUSDm,16-18,BREAK48,2.0,48,271,-7.0,32.5,0.96,-28.0,181,-4.0,32.6,0.97,-19.0,139,-40.0,23.7,0.62,-49.0
BTCUSDm,16-18,BREAK48,2.5,24,257,10.5,29.2,1.06,-19.5,175,-25.0,24.0,0.81,-31.0,134,-44.5,18.7,0.58,-59.5
BTCUSDm,16-18,BREAK48,2.5,48,257,23.0,31.1,1.13,-19.0,175,-24.5,24.6,0.81,-30.0,134,-43.0,19.4,0.6,-60.5
BTCUSDm,16-18,BREAK48,3.0,24,253,8.0,25.3,1.04,-21.0,170,-33.0,19.4,0.75,-41.0,131,-52.0,14.5,0.52,-64.0
BTCUSDm,16-18,BREAK48,3.0,48,253,17.0,26.5,1.09,-18.0,170,-30.0,20.6,0.78,-38.0,131,-47.0,16.0,0.57,-65.0
BTCUSDm,16-18,MOMEMA,2.0,24,1051,21.0,33.8,1.03,-47.0,646,-49.0,30.5,0.89,-56.0,527,-40.0,30.4,0.89,-72.0
BTCUSDm,16-18,MOMEMA,2.0,48,1051,26.0,34.2,1.04,-43.0,646,-46.0,31.0,0.9,-53.0,527,-40.0,30.7,0.89,-74.0
BTCUSDm,16-18,MOMEMA,2.5,24,992,32.0,28.8,1.05,-39.5,606,-46.0,25.7,0.89,-55.0,494,-58.0,24.3,0.84,-86.5
BTCUSDm,16-18,MOMEMA,2.5,48,992,45.0,29.8,1.06,-43.0,606,-28.5,27.2,0.94,-44.5,494,-54.5,25.3,0.85,-87.5
BTCUSDm,16-18,MOMEMA,3.0,24,942,7.0,24.3,1.01,-41.0,582,-42.0,22.3,0.9,-67.0,482,-57.0,21.0,0.84,-82.0
BTCUSDm,16-18,MOMEMA,3.0,48,942,39.0,25.9,1.06,-44.0,582,-17.0,24.2,0.96,-57.0,482,-48.0,22.4,0.87,-80.0
BTCUSDm,16-18,EMACROSS,2.0,24,136,17.0,37.5,1.2,-8.0,66,-6.0,30.3,0.87,-12.0,55,0.0,32.7,1.0,-12.0
BTCUSDm,16-18,EMACROSS,2.0,48,136,17.0,37.5,1.2,-8.0,66,-6.0,30.3,0.87,-12.0,55,0.0,32.7,1.0,-12.0
BTCUSDm,16-18,EMACROSS,2.5,24,136,16.5,31.6,1.18,-13.0,66,0.5,28.8,1.01,-11.0,55,-8.5,23.6,0.79,-15.5
BTCUSDm,16-18,EMACROSS,2.5,48,136,18.0,32.4,1.2,-11.5,66,0.5,28.8,1.01,-11.0,55,-8.5,23.6,0.79,-15.5
BTCUSDm,16-18,EMACROSS,3.0,24,136,12.0,26.5,1.12,-17.0,66,-2.0,24.2,0.96,-11.0,55,-10.0,20.0,0.77,-18.0
BTCUSDm,16-18,EMACROSS,3.0,48,136,17.0,27.9,1.18,-15.0,66,-2.0,24.2,0.96,-11.0,55,-10.0,20.0,0.77,-18.0
BTCUSDm,16-18,RETEST24,2.0,24,514,-11.0,32.1,0.97,-45.0,275,22.0,35.6,1.13,-11.0,246,18.0,35.4,1.12,-17.0
BTCUSDm,16-18,RETEST24,2.0,48,514,0.0,33.3,1.0,-39.0,275,19.0,35.6,1.11,-11.0,246,18.0,35.8,1.11,-17.0
BTCUSDm,16-18,RETEST24,2.5,24,506,-25.5,26.3,0.93,-43.5,273,17.5,29.7,1.09,-19.0,244,15.5,29.1,1.1,-15.5
BTCUSDm,16-18,RETEST24,2.5,48,506,-10.5,27.9,0.97,-32.0,273,15.0,30.0,1.08,-21.0,244,17.0,30.3,1.1,-16.5
BTCUSDm,16-18,RETEST24,3.0,24,500,-38.0,21.6,0.9,-55.0,271,7.0,24.4,1.04,-22.0,242,19.0,25.2,1.12,-14.0
BTCUSDm,16-18,RETEST24,3.0,48,500,0.0,24.8,1.0,-32.0,271,4.0,25.1,1.02,-22.0,242,28.0,27.7,1.16,-13.0
BTCUSDm,16-18,RETEST48,2.0,24,346,28.0,35.5,1.13,-32.0,194,27.0,37.6,1.23,-12.0,138,35.0,41.3,1.44,-16.0
BTCUSDm,16-18,RETEST48,2.0,48,346,36.0,36.7,1.17,-30.0,194,25.0,37.6,1.21,-12.0,138,36.0,42.0,1.45,-16.0
BTCUSDm,16-18,RETEST48,2.5,24,342,9.5,28.4,1.04,-32.0,192,25.5,31.8,1.2,-10.0,137,33.0,33.6,1.4,-17.5
BTCUSDm,16-18,RETEST48,2.5,48,342,20.5,30.1,1.09,-23.0,192,25.0,32.3,1.19,-10.0,137,33.0,35.0,1.38,-17.5
BTCUSDm,16-18,RETEST48,3.0,24,341,5.0,23.8,1.02,-39.0,192,15.0,25.5,1.11,-15.0,137,28.0,27.7,1.33,-17.0
BTCUSDm,16-18,RETEST48,3.0,48,341,38.0,27.6,1.16,-23.0,192,18.0,27.1,1.13,-14.0,137,34.0,30.7,1.37,-17.0
BTCUSDm,16-18,VWAP,2.0,24,175,16.0,36.0,1.15,-10.0,119,10.0,35.3,1.14,-13.0,80,5.0,35.0,1.1,-7.0
BTCUSDm,16-18,VWAP,2.0,48,175,14.0,36.0,1.12,-10.0,119,14.0,37.0,1.19,-13.0,80,7.0,36.2,1.14,-6.0
BTCUSDm,16-18,VWAP,2.5,24,175,17.5,30.3,1.15,-9.5,113,-11.5,23.9,0.85,-26.0,80,14.0,32.5,1.27,-6.5
BTCUSDm,16-18,VWAP,2.5,48,175,18.5,31.4,1.16,-10.0,113,-3.5,27.4,0.96,-25.5,80,18.0,35.0,1.35,-5.5
BTCUSDm,16-18,VWAP,3.0,24,174,31.0,28.2,1.27,-15.0,113,-10.0,20.4,0.87,-30.0,78,4.0,24.4,1.08,-10.0
