entry_time,exit_time,type,entry,sl,tp,vol,pnl,result
1770914400,1770920460,sell,4959.016,4923.250517613027,4884.851030394705,0.2,7.153096477394502,-1
1770922800,1770937380,sell,4936.2085,4900.736861629806,4861.088611434828,0.19,6.739611290336752,-1
1770938100,1770941400,sell,4913.454,4942.672584719779,4840.862538200553,0.2,-5.843716943955769,-1
1770942600,1770948480,buy,4940.792,4976.917901706953,5013.1560716709155,0.2,7.2251803413904785,-1
1770948540,1770982560,sell,4977.158,4944.08087532753,4903.773774936813,0.2,6.61542493449415,-1
1770982620,1770986100,sell,4947.0435,4972.276443231462,4884.416141921345,0.23,-5.803576943236221,-1
1770986400,1770993480,buy,4970.6965,4997.550300293521,5032.01847535875,0.24,6.444912070445061,-1
1770993660,1770995880,buy,4971.575,4998.38891098684,5037.1024277328,0.22,5.8990604171047565,-1
1770999300,1771000080,sell,4998.264,5026.895965891517,4927.139085271208,0.21,-6.012712837218614,-1
1771005600,1771210260,buy,5022.785,4995.684904920069,5090.080237699825,0.22,-5.962020917584759,-1
1771214460,1771233420,sell,4991.075,5014.57410225973,4932.782244350673,0.25,-5.874775564932634,-1
1771233720,1771253520,sell,5014.4745,4987.724836543292,4963.082107463956,0.29,7.757402402445268,-1
1771253580,1771288980,buy,4988.283,4970.271386807665,5032.857032980837,0.33,-5.943832353470571,-1
1771290900,1771294800,sell,4949.6055,4968.193815315317,4903.5897117117065,0.32,-5.948260900901515,-1
1771295100,1771305300,sell,4967.5395,4926.75596722538,4922.3942680180135,0.33,14.897926554055513,1
1771307580,1771313940,sell,4894.6495,4916.44536890152,4840.614827746202,0.27,-5.884884603410264,-1
1771315200,1771330500,sell,4917.4484999999995,4938.06768672618,4866.355533184549,0.29,-5.979564150592341,-1
1771331580,1771333920,buy,4940.453,4920.773285118534,4989.197287203668,0.3,-5.903914464440004,-1
